,Code,PT,DOMES,Description,Lat,Lon,Height
315,BEA5,A,49580M001,Beaumont RRP,30 09 42.1,265 49 13.0,-11.9
316,TMGO,A,49433M001,Table Mountain Gravity,40 07 51.3,254 46 02.2,1673
317,ANKR,A,20805M002,"Ankara, Turkey",39 53 14.5,32 45 30.4,976
318,BAY2,A,49804S002,Cold Bay 2,55 11 25.5,197 17 35.6,50.5
319,RIS1,A,49868S001,Rock Island 1,42 00 44.2,269 46 27.7,216.3
320,JAB1,A,50136M001,"Jabiru, Australia",-12 39 31.8,132 53 38.0,82.1
321,KAN1,A,49874S001,Kansas City 1,39 07 33.1,264 35 52.4,294.8
322,CMBB,A,49394M001,Columbia College,38 02 03.0,239 36 50.2,695
323,CLGO,A,49935M001,"College Geo Obs, Alask",64 52 25.5,212 08 22.2,196.1
324,YAR1,A,50107M004,"Dongara, Australia",-29 02 47.5,115 20 49.1,241.3
325,VCIO,A,49490M001,Vici,36 04 18.1,260 46 57.6,623.9
326,LHAS,A,21613M001,"LHASA, China",29 39 26.4,91 06 14.3,3624.7
327,PRDS,A,40124M001,"CALGARY, CANADA",50 52 16.8,245 42 23.4,1248
328,SCH2,A,40133M002,"SCHEFFERVILLE, CANADA",54 49 55.5,293 10 02.5,498.3
329,NTUS,A,22601M001,Nanyang,1 20 44.8,103 40 47.8,75.4
330,DARW,A,50134M001,"Darwin, Australia",-12 50 37.3,131 07 57.8,125.1
331,CEDU,A,50138M001,"Ceduna, Australia",-31 51 59.9,133 48 35.3,144.7
332,TMGO,A,49433M001,Table Mountain Gravity,40 07 51.3,254 46 02.2,1673
333,NRC1,A,40114M001,"OTTAWA, CANADA",45 27 14.9,284 22 34.2,82.5
334,HOUS,A,49577M001,Houston RRP,29 46 45.9,264 34 01.2,11.9
335,WIDC,A,49917M001,"Wide Canyon, Calif.",33 56 05.1,243 36 29.5,445
336,GUS2,A,49802S002,Gustavus 2,58 25 03.9,224 18 10.6,20
337,BEA5,A,49580M001,Beaumont RRP,30 09 42.1,265 49 13.0,-11.9
338,KOUR,A,97301M210,"Kourou, French Guyana",5 15 07.8,307 11 38.5,-25.8
339,PSU1,A,49466M001,Penn State,40 48 24.8,282 09 00.7,311.2
340,MALI,A,33201M001,"Malindi, Kenya",-2 59 45.2,40 11 39.8,-23.4
341,MAUI,A,40445S008,"Haleakala, Maui, USA",20 42 23.9,203 44 34.7,3062.1
342,DUCK,A,49846S001,USACE Field Research F,36 10 55.7,284 14 55.6,-26.7
343,AOML,A,49914S001,"Key Biscayne, Miami, U",25 44 04.8,279 50 16.0,0.1
344,MAG0,A,12354M001,Magadan,59 34 32.7,150 46 12.0,361.8
345,YAKZ,A,12353M001,YAKZ 12353M001,62 01 51.6,129 40 51.6,100
346,SUWN,A,23903M001,"Suwon-shi, Korea",37 16 31.8,127 03 15.2,82.3
347,BARB,A,43401S001,BARB 43401S001,13 05 16.4,300 23 27.3,-38.7
348,STL3,A,49865S003,St Louis 3,38 36 39.9,270 14 28.7,157.2
349,TCUN,A,49883S001,Tucumcari,35 05 06.0,256 23 27.1,1218.3
350,GUS2,A,49802S002,Gustavus 2,58 25 03.9,224 18 10.6,20
351,ODS5,A,49572M001,Odessa RRP,31 52 26.1,257 41 05.4,858.8
352,NOUM,A,92701M003,"NOUMEA, FRANCE",-22 16 11.4,166 24 36.7,83.1
353,VCAP,A,49844S001,Vermont Capital,44 15 43.1,287 25 03.4,159.4
354,GALB,A,49857S001,Galbraith,39 12 45.8,275 30 52.2,142.6
355,NSSP,A,12312M001,Yerevan,40 13 35.2,44 30 10.5,1194.7
356,BRU1,A,49840S001,Brunswick 1,43 53 23.3,290 03 12.3,1.9
357,KOD1,A,40419S001,Kodiak 1,57 37 03.6,207 48 23.6,27.1
358,PVEP,A,40403M002,"Palos Verdes, CA",33 44 35.8,241 35 44.7,69.4
359,SCIP,A,49915M001,San Clemente Island Pe,32 54 51.9,241 30 43.4,452.8
360,BOGT,A,41901M001,"Bogota, Colombia",4 38 24.2,285 55 08.6,2576.5
361,SIO3,A,40460M004,"La Jolla, CA, USA",32 51 52.9,242 44 58.5,34.9
362,LOU2,A,77000P594,LOUISVILLE 2,38 00 37.9,274 42 04.6,190.3
363,CSN1,A,49910S001,CSU Northridge,34 15 12.7,241 28 34.2,261.4
364,CARR,A,40464M001,"Carr hill PGGA, CA, US",35 53 18.0,239 34 08.9,478.7
365,PSU1,A,49466M001,Penn State,40 48 24.8,282 09 00.7,311.2
366,LEEP,A,49902M001,"Hollywood, CA",34 08 04.5,241 40 41.6,485
367,CENA,A,49997S001,Central,65 29 53.3,215 19 20.5,283.8
368,EBRE,A,13410M001,"EBRE,SPAIN",40 49 15.1,0 29 32.5,107.8
369,NYAL,A,10317M001,"Ny-Alesund, Norway",78 55 46.5,11 51 54.2,80.1
370,GOBS,A,49766M001,GOBS_PNGA_WA1997,45 50 19.7,239 11 07.1,621.5
371,KELS,A,49662M001,Kelso,46 07 05.4,237 06 14.1,-15.9
372,PABH,A,49768M001,Pacific Beach,47 12 46.0,235 47 43.5,12.9
373,CABL,A,49763M001,CABL_PNGA_OR1997,42 50 09.9,235 26 11.9,37.8
374,NEAH,A,40139M001,NEAH_PNGA_WA1995,48 17 52.2,235 22 30.3,459.9
375,SEDR,A,77001P569,"Sedro Woolley, DNR",48 31 17.6,237 46 34.1,29.9
376,PIN1,B,40407M003,PIN1,33 36 43.7,243 32 30.6,1256.1
377,STL3,A,49865S003,St Louis 3,38 36 39.9,270 14 28.7,157.2
378,ENG1,A,49866S001,English Turn 1,29 52 44.2,270 03 29.7,-18.6
379,EKY1,A,49444S001,Egmont Key 1,27 36 01.5,277 14 22.8,-18.5
380,SOL1,A,49907S001,"Solomons Island, MD US",38 19 07.9,283 32 45.9,-19.1
381,SHK1,A,49473M001,Sandy Hook 1,40 28 17.3,285 59 18.2,-24.6
382,CHL1,A,49845S001,Cape Henlopen 1,38 46 36.4,284 54 44.3,-13.6
383,BAKO,A,23101M002,"Bakosurtanal, West Jav",-6 29 27.7,106 50 56.0,158.1
384,BRIB,A,49395M001,brib,37 55 09.8,237 50 50.8,262.3
385,MLF2,A,77000P756,Millers Ferry 2,32 05 25.8,272 36 28.0,29.2
386,WSRT,A,13506M005,"Westerbork, The Nether",52 54 52.6,6 36 16.2,82.3
387,TRO1,A,10302M006,"Tromsoe, Norway",69 39 45.7,18 56 22.7,138.1
388,SFER,A,13402M004,"San Fernando, Spain",36 27 51.6,353 47 39.6,84.2
389,SUTB,A,49434M001,Sutter Buttes,39 12 21.0,238 10 45.8,616.6
390,MAC1,A,50135M001,"MacQuarie Island, Sub-",-54 29 58.3,158 56 08.9,-6.8
391,DNRC,A,49470M001,Dover,39 09 36.3,284 28 35.0,-15.2
392,NYAL,A,10317M001,"Ny-Alesund, Norway",78 55 46.5,11 51 54.3,78.5
393,DUM1,A,91501M001,"Antarctic base of ""Dum",-66 39 54.3,140 00 06.9,-1.3
394,KEN1,A,49995S001,Kenai 1,60 40 30.2,208 38 59.3,56.1
395,GLSV,A,12356M001,"Kiev, Ukraine",50 21 51.0,30 29 48.2,226.3
396,CASA,A,40437M002,CASA,37 38 40.6,241 06 12.0,2390.5
397,SUTH,A,30314M002,"Sutherland, South Afri",-32 22 48.7,20 48 37.6,1799.8
398,BRAN,A,40400M301,BRAN,34 11 05.6,241 43 22.6,246.1
399,ZWEN,A,12330M001,Zwenigorod,55 41 57.4,36 45 31.0,205
400,QUIN,A,40433M004,"Quincy, USA",39 58 28.3,239 03 20.0,1105.8
401,CMBB,A,49394M001,Columbia College,38 02 03.0,239 36 50.2,695
402,CENA,A,49997S001,Central,65 29 53.3,215 19 20.5,283.8
403,VIC1,A,49869S001,Vicksburg 1,32 19 53.1,269 04 48.7,9.6
404,KSTU,A,12349M002,"Krasnoyarsk, Russia",55 59 35.6,92 47 37.8,210
405,KIT3,A,12334M001,"Kitab, Uzbekistan",39 08 05.1,66 53 07.6,622.5
406,LPGS,A,41510M001,"La Plata, Argentina",-34 54 24.2,302 04 03.7,29.9
407,OBER,A,14208M001,"Oberpfaffenhofen,Germa",48 05 10.2,11 16 47.5,641.3
408,POTS,A,14106M003,"Potsdam, Germany",52 22 45.4,13 03 57.9,144.4
409,RBUT,A,49885S001,Red Butte,40 46 51.8,248 11 28.4,1667.8
410,YBHB,A,77001P902,"Yreka, CA -- Yreka Blu",41 43 53.9,237 17 21.3,1065.7
411,HRAO,A,30302M004,"Krugersdorp, South Afr",-25 53 24.3,27 41 13.1,1414.2
412,BLYT,A,40479M001,"BLYTHE, USA",33 36 37.4,245 17 06.5,85.9
413,MADR,A,13407S012,"ROBLEDO, SPAIN",40 25 44.9,355 45 01.2,829.3
414,WTZA,A,14201M013,wtza 14201M013,49 08 39.2,12 52 44.0,665.9
415,HOPB,A,49425M001,Hopland - BARD Station,38 59 42.6,236 55 30.9,353.3
416,MHCB,A,49416M001,Mt Hamilton Bard,37 20 29.5,238 21 26.7,1261.8
417,MIA3,A,49914M001,Miami 3,25 43 58.1,279 50 23.3,-16.2
418,WES2,A,40440S020,"Westford, USA",42 36 48.0,288 30 24.0,85
419,SFER,A,13402M004,"San Fernando, Spain",36 27 51.6,353 47 39.6,84.2
420,NTUS,A,22601M001,Nanyang,1 20 44.8,103 40 47.8,75.4
421,RAMO,A,20703S001,"Mitzpe Ramon, Israel",30 35 51.3,34 45 47.3,886.8
422,MADR,A,13407S012,"ROBLEDO, SPAIN",40 25 44.9,355 45 01.2,829.4
423,LKHU,A,49439M001,Lake Houston,29 54 48.4,264 51 15.2,-8.5
424,CASA,A,40437M002,CASA,37 38 40.6,241 06 12.0,2390.5
425,TROM,A,10302M003,"Tromsoe, Norway",69 39 45.8,18 56 17.9,132.5
426,GNAA,A,49996S001,Glenallen,62 06 44.5,214 01 47.2,603.2
427,NEWP,A,49666M001,Newport,44 35 06.0,235 56 17.2,20.4
428,SEAT,A,40457M002,Seattle,47 39 14.3,237 41 25.8,44.2
429,CLAR,A,49906M001,CLAR,34 06 35.7,242 17 28.2,373.6
430,CAS1,A,66011M001,"Casey, Antarctica",-66 17 00.0,110 31 10.9,22.5
431,MARS,A,10073M008,Marseille,43 16 43.5,5 21 13.6,61.8
432,LIND,A,49767M001,"Lind Hall, Central Was",47 00 01.2,239 27 41.3,471.9
433,REDM,A,49770M001,Redmond,44 15 35.1,238 51 07.6,919.8
434,CCV3,A,40426M002,Cape Canaveral 3,28 27 36.8,279 27 17.1,-24.4
435,MADR,A,13407S012,"ROBLEDO, SPAIN",40 25 44.9,355 45 01.2,829.4
436,GOUG,A,30608M001,"Gough Island, dependen",-40 20 55.7,350 07 09.4,81.2
437,NOTO,A,12717M003,"Noto, Italy",36 52 33.9,14 59 23.3,126.2
438,SNI1,A,49909S001,San Nicolas Island,33 14 52.3,240 28 32.2,239.7
439,VESL,A,66009M001,"Vesleskarvet, Antarcti",-71 40 25.6,357 09 29.5,862.4
440,BRAZ,A,41606M001,"Brasilia, Brazil",-15 56 50.9,312 07 19.6,1106
441,SEAT,A,40457M002,Seattle,47 39 14.3,237 41 25.8,44.2
442,COSA,A,49675S001,Scottsdale,33 34 07.3,248 07 04.2,391.4
443,ANKR,A,20805M002,"Ankara, Turkey",39 53 14.5,32 45 30.4,976
444,EPRT,A,49928S001,"Eastport, USA",44 54 31.3,293 00 28.3,30.4
445,BARH,A,49927S001,"Bar Harbor, USA",44 23 42.1,291 46 41.9,6.8
446,MOR1,A,49483M001,Moriches 1,40 47 22.2,287 15 13.3,-24.2
447,OMH1,A,49482M001,Omaha 1,41 46 41.7,264 05 19.2,397.8
448,TIXI,A,12360M001,"Tixi, Russian Federati",71 38 04.1,128 51 59.1,47.1
449,AMC2,A,40472S004,"Colorado Springs, U.S.",38 48 11.2,255 28 31.4,1911.4
450,LOU1,A,77000P593,Louisville 1,38 00 37.0,274 42 04.2,190.8
451,WHN1,A,49695M001,Whitney 1,42 44 21.5,256 40 16.3,1053.5
452,URUM,A,21612M001,"Urumqi, China",43 48 28.6,87 36 02.4,858.8
453,ZIMZ,A,14001M005,ZIMZ 14001M005,46 52 37.7,7 27 54.5,953.9
454,ZIMM,A,14001M004,"Zimmerwald, Switzerlan",46 52 37.5,7 27 55.0,956.3
455,THU2,A,43001M002,Thule,76 32 13.3,291 10 29.8,36.2
456,CORC,A,49578S002,Corpus Christi RRP,27 44 26.8,262 33 29.9,-10.4
457,CHWK,A,40142M001,Chilliwack,49 09 23.7,237 59 29.6,174
458,BAY1,A,49804S001,Cold Bay 1,55 11 24.9,197 17 34.2,50.5
459,ROCK,A,40478M002,"Simi Valley, CA",34 14 08.4,241 19 24.8,553.4
460,PIN2,A,40407M004,"Pinyon Flat, CA, USA",33 36 43.7,243 32 32.5,1258.3
461,VIC1,A,49869S001,Vicksburg 1,32 19 53.1,269 04 48.7,9.6
462,DQUA,A,77000P313,Dequeen,34 06 38.3,265 42 36.3,169.7
463,SAL1,A,49873S001,Sallisaw 1,35 22 01.4,265 11 00.2,129.5
464,RBUT,A,49885S001,Red Butte,40 46 51.8,248 11 28.4,1667.8
465,SAV1,A,49474M001,Savannah 1,32 08 18.9,278 18 13.1,8.4
466,HBRK,A,77000P406,Hillsboro,38 18 16.7,262 42 23.3,412.6
467,CSN1,A,49910S001,CSU Northridge,34 15 12.7,241 28 34.2,261.4
468,MADR,A,13407S012,"ROBLEDO, SPAIN",40 25 44.9,355 45 01.2,829.4
469,BRST,A,10004M004,"Brest, France",48 22 49.7,355 30 12.2,65.8
470,TRO1,A,10302M006,"Tromsoe, Norway",69 39 45.7,18 56 22.7,138.1
471,GNAA,A,49996S001,Glenallen,62 06 44.5,214 01 47.2,603.2
472,PARC,A,41716S001,"Punta Arenas, Chile",-53 08 13.0,289 07 12.4,22.3
473,COLA,A,49378M001,Columbia,34 04 51.5,278 52 41.9,81.6
474,GALB,A,49857S001,Galbraith,39 12 45.8,275 30 52.2,142.6
475,MINS,A,77000P731,Minaret Summit,37 39 13.5,240 56 20.7,2776.9
476,HARV,A,40420M101,Texaco Harvest Oil Pla,34 28 09.8,239 19 04.5,14.9
477,REUN,A,97401M003,"Le Tampon, France",-21 12 29.6,55 34 18.1,1558.4
478,CHA2,A,77000P237,Charleston 2,32 45 26.8,280 09 24.5,-28.9
479,COYQ,A,41715S001,"Coyhaique, Chile",-45 30 51.6,288 06 28.5,476.2
480,BARB,A,43401S001,BARB 43401S001,13 05 16.4,300 23 27.3,-38.7
481,HNPT,A,49913S001,"Cambridge, USA",38 35 19.7,283 52 10.6,-28
482,SEAW,A,77001P568,Seattle Weather,47 41 13.2,237 44 37.3,-4
483,MRRN,A,49495M001,Merriman,42 54 15.4,258 18 12.8,971.7
484,MBWW,A,49496M001,Medicine Bow,41 54 12.9,253 48 48.4,1986.5
485,ONSA,A,10402M004,"Onsala, Sweden",57 23 43.0,11 55 31.8,45.6
486,MCM4,A,66001M003,"Ross Island, Antarctic",-77 50 18.0,166 40 09.5,98
487,ZIMJ,A,14001M006,"Zimmerwald, Switzerlan",46 52 37.7,7 27 54.3,954.3
488,RED1,A,49476M001,Reedy Point 1,39 33 41.2,284 25 48.0,-27.1
489,WTZZ,A,14201M014,wtzz 14201M014,49 08 39.1,12 52 44.0,665.9
490,VAN1,A,49472M001,Vandenberg AFB 1,34 49 35.8,239 26 11.3,98.9
491,GDAC,A,49882S001,Granada,37 46 31.6,257 49 11.9,1134.3
492,RIGA,A,12302M002,"Riga, Latvia",56 56 55.0,24 03 31.5,34.7
493,CHI3,A,49803S003,Cape Hinchinbrook 3,60 14 15.0,213 21 12.3,94.6
494,EIL1,A,49805S001,Alaska NGA collocated,64 41 16.5,212 53 13.3,176.5
495,PRE1,A,30310S001,"Pretoria, South Africa",-25 44 46.8,28 13 26.5,1416.3
496,RIOG,A,41507M004,"Rio Grande, Argentina",-53 47 07.6,292 14 55.9,32
497,WEL1,A,50208S003,New Zealand NGA colloc,-41 16 21.5,174 46 43.3,46.8
498,ADE1,A,50109S001,"Salisbury, Australia",-34 43 44.3,138 38 50.4,38
499,CIT1,A,40400S201,CIT1,34 08 12.1,241 52 21.7,215.3
500,DAEJ,A,23902M002,"Daejeon, Korea",36 23 57.9,127 22 28.1,116.8
501,BURN,A,49658M001,"Burns Junction, Oregon",42 46 46.2,242 09 23.2,1180.9
502,WDC1,A,40451S005,"WASHINGTON, USA",38 55 13.6,282 56 01.5,54.2
503,BHR1,A,24901M002,Bahrain NGA collocated,26 12 32.9,50 36 29.3,-17.1
504,HRM1,A,13235S001,U.Kingdom NGA collocat,51 27 13.4,358 42 57.9,163
505,AOA1,A,40483S001,For tests purposes,34 09 26.7,241 10 10.8,246.5
506,SUTB,A,49434M001,Sutter Buttes,39 12 21.0,238 10 45.8,616.6
507,WHD1,A,49892S001,Whidbey Island 1,48 18 45.7,237 18 13.8,13.8
508,CIC1,A,40508M002,"Ensenada, Mexico",31 52 14.4,243 20 03.2,64.3
509,BEA5,A,49580M001,Beaumont RRP,30 09 42.1,265 49 13.0,-12
510,KOD1,A,40419S001,Kodiak 1,57 37 03.6,207 48 23.6,27.1
511,PNB1,A,49477M001,Penobscot 1,44 27 06.2,291 13 39.8,32.6
512,TMGO,A,49433M001,Table Mountain Gravity,40 07 51.3,254 46 02.2,1673
513,CNWM,A,49499M001,Conway,37 31 22.2,267 17 47.4,359.4
514,RWDN,A,49493M001,McCook,40 05 12.1,259 20 47.4,775
515,LTHM,A,49497M001,Lathrop,39 34 33.4,265 49 47.4,262.3
516,CNDR,A,49471M001,Condor,37 53 47.0,238 43 17.4,-20.8
517,FBYN,A,49498M001,Fairbury,40 04 36.7,262 41 13.8,405.3
518,MANZ,A,40513S001,Manzanillo Tide Gauge,19 03 49.9,255 42 06.6,-14.1
519,METZ,A,10503M005,Kirkkonummi (40 km wes,60 13 02.9,24 23 43.1,94.6
520,BLKV,A,49503M001,Blacksburg,37 12 21.6,279 35 07.7,606.5
521,KSTU,A,12349M002,"Krasnoyarsk, Russia",55 59 35.6,92 47 37.8,210
522,SELE,A,12352M001,"Almaty, Kazakstan",43 10 43.4,77 01 00.8,1342
523,WLCI,A,77001P872,Wolcott,40 48 30.2,272 56 52.8,180.4
524,AZCN,A,49504M001,Aztec,36 50 23.2,252 05 20.5,1862.9
525,S300,A,77001P531,LLNL Site 300,37 39 59.4,238 26 30.2,495.7
526,ERLA,A,49859S001,Erlanger,39 01 23.5,275 23 38.7,253.9
527,GDAC,A,49882S001,Granada,37 46 31.6,257 49 11.9,1134.3
528,PIE1,A,40456M001,"Pie Town, USA",34 18 05.4,251 52 51.8,2347.7
529,ECHO,A,49717S001,ECHO_BRGN_NV1999,37 54 55.9,245 44 08.7,1684.1
530,ARL5,A,77000P135,Arlington RRP,32 45 32.5,262 56 22.9,142.8
531,KERG,A,91201M002,"Port aux Francais, Ker",-49 21 05.2,70 15 19.8,73
532,BOR1,A,12205M002,"Borowiec, Poland",52 16 37.0,17 04 24.4,124.4
533,MBWW,A,49496M001,Medicine Bow,41 54 12.9,253 48 48.4,1986.5
534,CNWM,A,49499M001,Conway,37 31 22.2,267 17 47.4,359.5
535,RIC1,A,49848S001,Richmond 1,37 32 16.4,282 34 13.2,55.5
536,TUNG,A,77001P659,Tung_BRGN_NV1996,40 24 11.5,241 44 32.9,1414.8
537,EGAN,A,77000P331,EGAN_BRGN_NV1996,39 20 42.8,245 03 40.1,1998.3
538,WHN1,A,49695M001,Whitney 1,42 44 21.5,256 40 16.3,1053.5
539,MATE,A,12734M008,"Matera, Italy",40 38 56.8,16 42 16.0,535.7
540,DET1,A,49854S001,Detroit 1,42 17 50.4,276 54 16.9,145
541,CME1,A,49894S001,Cape Mendocino 1,40 26 30.3,235 36 13.1,305.5
542,MIL1,A,49862S001,Milwaukee 1,43 00 09.1,272 06 41.5,147.3
543,OMH1,A,49482M001,Omaha 1,41 46 41.7,264 05 19.2,397.8
544,RIS1,A,49868S001,Rock Island 1,42 00 44.2,269 46 27.7,216.3
545,STP1,A,49870S001,St Paul 1,44 18 14.2,268 05 48.0,353.7
546,SAL1,A,49873S001,Sallisaw 1,35 22 01.4,265 11 00.2,129.5
547,LOU1,A,77000P593,Louisville 1,38 00 37.0,274 42 04.2,190.8
548,CHT1,A,49841S001,Chatham 1,41 40 16.3,290 02 59.8,-10.6
549,MIA3,A,49914M001,Miami 3,25 43 58.1,279 50 23.3,-16.2
550,VIC1,A,49869S001,Vicksburg 1,32 19 53.1,269 04 48.7,9.6
551,PUR3,A,82001S003,Puerto Rico 3,18 27 46.7,292 55 58.9,89.5
552,NDBC,A,49459M001,Stennis,30 21 22.6,270 23 22.9,-11.7
553,STR1,A,50119M002,"Canberra, Australia",-35 18 55.9,149 00 36.1,799.9
554,AIS1,A,49998S001,Annette Island 1,55 04 08.6,228 24 01.6,32.2
555,ECHO,A,49717S001,ECHO_BRGN_NV1999,37 54 55.9,245 44 08.7,1684.1
556,HTV1,A,49485M001,Hartsville 1,36 21 27.7,273 54 37.7,167.3
557,CASA,A,40437M002,CASA,37 38 40.6,241 06 12.0,2390.5
558,NYA1,A,10317M003,"Ny-Alesund, Norway",78 55 46.3,11 51 55.1,84.3
559,PETP,A,12355M002,Petropavlovsk-Kamchatk,53 04 00.2,158 36 25.4,210.3
560,CORV,A,49659M001,CORV_PNGA_OR1996,44 35 07.9,236 41 43.4,105.6
561,YBHB,A,77001P902,"Yreka, CA -- Yreka Blu",41 43 53.9,237 17 21.3,1065.7
562,BLMM,A,49502M001,Bloomfield,36 52 47.2,270 01 38.8,100.6
563,UZHL,A,12301M001,"Uzhgorod, Ukraine",48 37 55.1,22 17 51.4,232
564,DLFT,A,13502M006,"Delft, Netherlands",51 59 09.6,4 23 15.2,74.2
565,WUHN,A,21602M001,"Wuhan City, P.R. China",30 31 53.9,114 21 26.1,25.8
566,SUTB,A,49434M001,Sutter Buttes,39 12 21.0,238 10 45.8,616.5
567,DRV1,A,49486M001,Driver 1,36 57 31.1,283 26 36.0,-22.9
568,YKRO,A,32601M001,YKRO 32601M001,6 52 14.0,354 45 35.6,270.3
569,CHO1,A,49480M001,Chico 1,39 25 57.4,238 20 06.1,16.4
570,CLK1,A,49487M001,Clark 1,44 56 08.2,262 02 21.5,415.1
571,YSSK,A,12329M003,"YUZHNO-SAKHALINSK, RUS",47 01 47.0,142 43 00.1,91.3
572,CORD,A,41511M001,"CORDOBA, ARGENTINA",-31 31 42.3,295 31 47.8,746.8
573,ARTU,A,12362M001,"Arti, Russian Federati",56 25 47.3,58 33 37.6,247.6
574,HOPB,A,49425M001,Hopland - BARD Station,38 59 42.6,236 55 30.9,353.3
575,REDM,A,49770M001,Redmond,44 15 35.1,238 51 07.6,919.8
576,PIT1,A,49850S001,Pittsburgh,40 33 03.7,280 18 09.9,353
577,WIL1,A,49464M001,Wilkes Barre,41 18 18.9,283 59 04.8,384.4
578,MRRN,A,49495M001,Merriman,42 54 15.4,258 18 12.8,971.7
579,TMGO,A,49433M001,Table Mountain Gravity,40 07 51.3,254 46 02.2,1673
580,MALD,A,22901S001,"Male Airport, Republic",4 11 19.2,73 31 34.6,-92.1
581,SOFI,A,11101M002,"Sofia, Bulgaria",42 33 21.9,23 23 41.0,1119.5
582,ANKR,A,20805M002,"Ankara, Turkey",39 53 14.5,32 45 30.4,976.2
583,HOB2,A,50116M004,"Hobart, Australia",-42 48 16.9,147 26 19.4,41
584,CCJM,A,21732S003,"Ogasawara, Japan",27 05 44.0,142 11 04.4,208.7
585,CLK1,A,49487M001,Clark 1,44 56 08.2,262 02 21.5,415.1
586,GOBS,A,49766M001,GOBS_PNGA_WA1997,45 50 19.7,239 11 07.1,621.5
587,SEDR,A,77001P569,"Sedro Woolley, DNR",48 31 17.6,237 46 34.1,29.9
588,CRHS,A,49920M002,CRHS_SCGN_CS1999,33 49 24.6,241 43 38.0,-23.5
589,MAS1,A,31303M002,"Maspalomas, Spain",27 45 49.4,344 22 00.2,197.1
590,NLGN,A,77001P073,Neligh,42 12 24.2,262 12 16.9,500.4
591,AMC2,A,40472S004,"Colorado Springs, U.S.",38 48 11.2,255 28 31.4,1911.4
592,EGAN,A,77000P331,EGAN_BRGN_NV1996,39 20 42.8,245 03 40.1,1998.3
593,TUNG,A,77001P659,Tung_BRGN_NV1996,40 24 11.5,241 44 32.9,1414.8
594,NICO,A,14302M001,"Nicosia, Cyprus",35 08 27.5,33 23 47.2,190
595,DAV1,A,66010M001,"Davis, Antarctica",-68 34 38.3,77 58 21.4,44.4
596,MINS,A,77000P731,Minaret Summit,37 39 13.5,240 56 20.7,2776.9
597,UCLP,A,40487M002,"Los Angeles, CA",34 04 08.8,241 33 29.1,111.5
598,NRC2,A,40114M001,NRC2 40114M001,45 27 14.9,284 22 34.2,82.5
599,NYAL,A,10317M001,"Ny-Alesund, Norway",78 55 46.5,11 51 54.3,78.5
600,BILI,A,12363M001,"Bilibino, Russian Fede",68 04 34.0,166 26 16.6,456.1
601,GDAC,A,49882S001,Granada,37 46 31.6,257 49 11.9,1134.3
602,CARR,A,40464M001,"Carr hill PGGA, CA, US",35 53 18.0,239 34 08.9,478.7
603,MCM4,A,66001M003,"Ross Island, Antarctic",-77 50 18.0,166 40 09.5,98
604,PCK1,A,49478M001,Pickford 1,46 03 53.1,275 38 17.3,216
605,HARV,A,40420M101,Texaco Harvest Oil Pla,34 28 09.8,239 19 04.5,14.9
606,MHCB,A,49416M001,Mt Hamilton Bard,37 20 29.5,238 21 26.7,1261.8
607,AZCN,A,49504M001,Aztec,36 50 23.2,252 05 20.5,1862.9
608,OSN1,A,23904S001,"Osan, South Korea",37 04 39.2,127 01 26.5,48.8
609,PPT1,A,49890S001,Pigeon Point 1,37 11 13.5,237 36 36.1,7.8
610,BAKO,A,23101M002,"Bakosurtanal, West Jav",-6 29 27.7,106 50 56.0,158.1
611,JAMA,A,42601S001,Jamaica,17 56 20.4,283 13 08.8,-2.9
612,FLIN,A,40135M001,"CFS Flin Flon, Canada",54 43 32.1,258 01 19.0,311.5
613,LHAZ,A,21613M002,"Lhasa, China",29 39 26.3,91 06 14.4,3624.6
614,DSRC,A,77000P317,Boulder,39 59 29.1,254 44 20.2,1656.3
615,CLK1,A,49487M001,Clark 1,44 56 08.2,262 02 21.5,415.1
616,ENG1,A,49866S001,English Turn 1,29 52 44.2,270 03 29.7,-18.6
617,URUM,A,21612M001,"Urumqi, China",43 48 28.6,87 36 02.4,858.8
618,ARP3,A,49878S003,Aransas Pass 3,27 50 18.0,262 56 27.7,-16.6
619,CRO1,A,43201M001,"Christiansted, U.S. Vi",17 45 24.8,295 24 56.4,-32
620,SYCN,A,49491M001,Syracuse,43 06 56.6,283 54 23.7,90.3
621,BLRW,A,49501M001,Blue River,43 13 48.9,269 28 09.1,190.7
622,SLAI,A,49492M001,Slater,41 54 02.0,266 18 04.0,289.5
623,WDLM,A,49489M001,Wood Lake,44 40 19.9,264 33 05.1,294.5
624,COSO,A,40469M001,"Coso Junction, USA",35 58 56.4,242 11 27.9,1455.1
625,GOL2,A,40405S031,GOL2 40405S031,35 25 30.5,243 06 38.6,986.7
626,JPLM,A,40400M007,"Pasadena, USA",34 12 17.3,241 49 36.3,424
627,AZU1,A,49911M001,"Azusa, Calif USA",34 07 33.6,242 06 12.6,144.7
628,ROCK,A,40478M002,"Simi Valley, CA",34 14 08.4,241 19 24.8,553.3
629,WHC1,A,40461M001,"Whittier, CA",33 58 47.5,241 58 07.7,94.2
630,BRAN,A,40400M301,BRAN,34 11 05.6,241 43 22.6,246.2
631,CHIL,A,40484M001,CHIL,34 20 00.3,241 58 26.4,1567.5
632,CIT1,A,40400S201,CIT1,34 08 12.1,241 52 21.7,215.4
633,CMP9,A,49905M003,CMP9,34 21 11.4,241 35 18.8,1138
